,x,y,label
0,-7.406394529805333,7.783773672127289,0
1,-2.1270825211554016,3.008606176230655,1
2,-2.6084302951336706,2.8225184488210644,1
3,-2.6208827162202986,4.082128687589523,1
4,-5.800471832188348,8.266434693585468,0
5,-0.7094251594574088,3.3039113029571228,1
6,-5.3297253420720105,8.673574445938113,0
7,-6.835922259494243,6.631423918717151,0
8,-6.390467214695162,5.900312115339816,0
9,-1.100273830366901,2.480980637250455,1
10,-6.04855577362153,9.761611417329107,0
11,-3.8539369457041035,8.57652145063365,0
12,-4.636361364140414,8.501676638129625,0
13,-5.317357911416518,7.9533753033930825,0
14,-0.6804107210887251,3.149810080449625,1
15,-5.368369011177627,8.30337873555867,0
16,-2.721149251048268,4.663311138394783,1
17,-2.450745851652961,1.546143757403458,1
18,-6.035953104845487,7.442083073127941,0
19,-6.831714500412068,5.761288257902951,0
20,-1.436564031748271,5.4127866166299725,1
21,-4.365467081759311,8.573395465091265,0
22,-6.170781005030863,10.669473898781268,0
23,-2.537872139435287,2.7774334074097045,1
24,-6.179243059903477,6.692519117733864,0
25,-6.2840058219134605,7.9048698786123195,0
26,-6.860823560451053,7.500286536594922,0
27,-5.659164960057515,9.622660781163242,0
28,-0.6990436810320777,4.385629745149927,1
29,-3.1825595612937865,2.984392592636912,1
30,-1.7430423189794064,4.640456264872865,1
31,-6.035011394342036,9.051748485094697,0
32,-5.358613442616723,6.823850231496368,0
33,-7.26259868973797,7.610984573315432,0
34,-6.1343925443538865,9.415389386849585,0
35,-1.857609463693068,2.6806538185575524,1
36,-1.9797876344022787,3.384321629227123,1
37,-8.026440166598093,6.764947907295812,0
38,-7.846149997472306,8.093840235546926,0
39,-5.220347748255964,7.460796866645799,0
40,-6.705007713507955,7.228851532521786,0
41,-5.158941637461758,7.911550317578881,0
42,-0.8618505209440832,2.700160336600299,1
43,-2.2352064358750536,3.5249464218487505,1
44,-0.9387124398572837,4.605420056477943,1
45,-7.609649394924631,5.9046797871762,0
46,-5.560911056932106,8.056029180959737,0
47,-5.975375271496412,8.834158286367174,0
48,-0.4260008213459512,2.306916062155844,1
49,-6.826750252906586,7.013190383839072,0
50,-2.9466584218112013,2.5094452683407233,1
51,-5.252782042784897,9.595142260005211,0
52,-6.082326367271657,9.054576838622857,0
53,-1.2060346630115042,3.4852263982372587,1
54,-7.185108828430968,7.862044624372649,0
55,-5.039753957852179,8.0854549190434,0
56,-7.609537436332088,6.936686826192664,0
57,-0.27593290897117084,4.96792656726463,1
58,-6.9499774477334855,6.928115763206581,0
59,-6.302216808168863,8.261691798115276,0
60,-3.164707685588278,4.299595054852565,1
61,-2.268290104441929,3.3229335810046816,1
62,-7.979709948421043,7.798246743399722,0
63,-6.80917930761561,9.17464309736596,0
64,-5.77690653466365,7.570870873787991,0
65,-7.36320198553328,6.754374747505261,0
66,-5.128388043267883,6.1050380274789795,0
67,-8.281811781616451,6.57526768165342,0
68,-1.7922436117742757,3.3068631879078656,1
69,-4.694815960374946,4.339192537664168,1
70,-1.9110823331214086,3.281942820753024,1
71,-8.082255676819752,7.55002507187637,0
72,-8.029777479054978,6.819797177759055,0
73,-1.924802397026114,2.592353875583558,1
74,-2.5641085523071783,3.0183735089990673,1
75,-4.28391280040189,4.836625923753235,1
76,-6.452789313504587,7.967590118756097,0
77,-7.230650508749378,8.599967409293248,0
78,-2.898657939448322,4.52385357783224,1
79,-7.582615143937636,9.306641600525207,0
80,-6.478193415265116,9.260208430089566,0
81,-5.660322953609062,7.821861480814359,0
82,-2.48486570714844,3.6545938737900094,1
83,-6.074132844063676,8.352061371294303,0
84,-5.9210311163380025,7.547953958519751,0
85,-7.61701250282307,7.457985958693915,0
86,-6.737954017076331,6.379600427446936,0
87,-8.054738652414123,9.359988311127756,0
88,-6.424110983941342,6.649316426023267,0
89,-1.2087929388432737,3.5021098638877457,1
90,-6.822849279544371,8.832729498598892,0
91,-5.5740062082600375,7.373382026570319,0
92,-5.337501997094887,8.565122595765477,0
93,-1.8664034414798496,5.225298468347458,1
94,-6.810679713973858,7.296172566747963,0
95,-5.010606575499281,7.168736348652936,0
96,-1.9272043296140209,4.957992793026275,1
97,-1.8664220167697985,3.9010003680038126,1
98,-6.186285437360131,7.703406143239507,0
